timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1715376503012,121184,HTTP Request,Non HTTP response code: org.apache.http.TruncatedChunkException,"Non HTTP response message: Truncated chunk (expected size: 1,048,169; actual size: 288,422)",Thread Group 1-35,text,false,,1302,0,3,3,https://www.daraz.com.bd/,504,0,369
1715376505008,124667,HTTP Request,Non HTTP response code: org.apache.http.TruncatedChunkException,"Non HTTP response message: Truncated chunk (expected size: 987,361; actual size: 353,575)",Thread Group 1-59,text,false,,1300,0,2,2,https://www.daraz.com.bd/,593,0,437
1715376501855,128077,HTTP Request,200,OK,Thread Group 1-21,text,true,,1154681,118,1,1,https://www.daraz.com.bd/,984,0,837
1715376782359,78896,HTTP Request,200,OK,Thread Group 1-28,text,true,,1154561,118,70,70,https://www.daraz.com.bd/,575,0,427
1715376780937,80864,HTTP Request,200,OK,Thread Group 1-8,text,true,,1154589,118,69,69,https://www.daraz.com.bd/,411,0,265
1715376783067,79709,HTTP Request,200,OK,Thread Group 1-38,text,true,,1154617,118,68,68,https://www.daraz.com.bd/,723,0,402
1715376783849,80868,HTTP Request,200,OK,Thread Group 1-49,text,true,,1154560,118,67,67,https://www.daraz.com.bd/,678,0,386
1715376781788,83281,HTTP Request,200,OK,Thread Group 1-20,text,true,,1154586,118,66,66,https://www.daraz.com.bd/,1103,0,951
1715376780723,87859,HTTP Request,200,OK,Thread Group 1-5,text,true,,1154589,118,65,65,https://www.daraz.com.bd/,333,0,247
1715376784133,85029,HTTP Request,200,OK,Thread Group 1-53,text,true,,1154553,118,64,64,https://www.daraz.com.bd/,1883,0,1756
1715376780655,92276,HTTP Request,200,OK,Thread Group 1-4,text,true,,1154567,118,63,63,https://www.daraz.com.bd/,373,0,293
1715376782143,91744,HTTP Request,200,OK,Thread Group 1-25,text,true,,1154578,118,62,62,https://www.daraz.com.bd/,2685,0,1786
1715376780511,95087,HTTP Request,200,OK,Thread Group 1-2,text,true,,1154580,118,61,61,https://www.daraz.com.bd/,567,0,465
1715376784628,91279,HTTP Request,200,OK,Thread Group 1-60,text,true,,1154561,118,60,60,https://www.daraz.com.bd/,1546,0,1402
1715376783990,92192,HTTP Request,200,OK,Thread Group 1-51,text,true,,1154570,118,59,59,https://www.daraz.com.bd/,767,0,424
1715376783352,93061,HTTP Request,200,OK,Thread Group 1-42,text,true,,1154553,118,58,58,https://www.daraz.com.bd/,1405,0,1255
1715376782572,93927,HTTP Request,200,OK,Thread Group 1-31,text,true,,1154585,118,57,57,https://www.daraz.com.bd/,561,0,415
1715376784914,94170,HTTP Request,200,OK,Thread Group 1-64,text,true,,1154599,118,56,56,https://www.daraz.com.bd/,1373,0,872
1715376782784,98912,HTTP Request,200,OK,Thread Group 1-34,text,true,,1154569,118,55,55,https://www.daraz.com.bd/,597,0,447
1715376784346,98407,HTTP Request,200,OK,Thread Group 1-56,text,true,,1154591,118,54,54,https://www.daraz.com.bd/,990,0,441
1715376782287,101321,HTTP Request,200,OK,Thread Group 1-27,text,true,,1154577,118,53,53,https://www.daraz.com.bd/,3293,0,2678
1715376784558,99055,HTTP Request,200,OK,Thread Group 1-59,text,true,,1154569,118,52,52,https://www.daraz.com.bd/,1011,0,858
1715376780796,102971,HTTP Request,200,OK,Thread Group 1-6,text,true,,1154584,118,51,51,https://www.daraz.com.bd/,366,0,254
1715376782926,101296,HTTP Request,200,OK,Thread Group 1-36,text,true,,1154614,118,50,50,https://www.daraz.com.bd/,2450,0,2285
1715376781081,103282,HTTP Request,200,OK,Thread Group 1-10,text,true,,1154568,118,49,49,https://www.daraz.com.bd/,1589,0,1439
1715376784273,100192,HTTP Request,200,OK,Thread Group 1-55,text,true,,1154581,118,48,48,https://www.daraz.com.bd/,4197,0,4037
1715376782854,101990,HTTP Request,200,OK,Thread Group 1-35,text,true,,1154571,118,47,47,https://www.daraz.com.bd/,586,0,438
1715376784841,101126,HTTP Request,200,OK,Thread Group 1-63,text,true,,1154632,118,46,46,https://www.daraz.com.bd/,4903,0,4325
1715376784699,101312,HTTP Request,Non HTTP response code: org.apache.http.TruncatedChunkException,"Non HTTP response message: Truncated chunk (expected size: 883,806; actual size: 366,194)",Thread Group 1-61,text,false,,1300,0,45,45,https://www.daraz.com.bd/,1484,0,1354
1715376783424,102624,HTTP Request,200,OK,Thread Group 1-43,text,true,,1154575,118,44,44,https://www.daraz.com.bd/,1225,0,1095
1715376785346,100715,HTTP Request,200,OK,Thread Group 1-70,text,true,,1154609,118,43,43,https://www.daraz.com.bd/,1641,0,771
1715376782997,103151,HTTP Request,200,OK,Thread Group 1-37,text,true,,1154588,118,42,42,https://www.daraz.com.bd/,1113,0,382
1715376785126,101036,HTTP Request,200,OK,Thread Group 1-67,text,true,,1154570,118,41,41,https://www.daraz.com.bd/,571,0,431
1715376781363,105715,HTTP Request,200,OK,Thread Group 1-14,text,true,,1154595,118,40,40,https://www.daraz.com.bd/,1658,0,1510
1715376783208,104092,HTTP Request,200,OK,Thread Group 1-40,text,true,,1154605,118,39,39,https://www.daraz.com.bd/,564,0,415
1715376781933,106037,HTTP Request,200,OK,Thread Group 1-22,text,true,,1154578,118,38,38,https://www.daraz.com.bd/,1664,0,1538
1715376784204,104323,HTTP Request,200,OK,Thread Group 1-54,text,true,,1154635,118,37,37,https://www.daraz.com.bd/,2490,0,2340
1715376783279,105559,HTTP Request,200,OK,Thread Group 1-41,text,true,,1154589,118,36,36,https://www.daraz.com.bd/,2139,0,1478
1715376784418,104533,HTTP Request,200,OK,Thread Group 1-57,text,true,,1154582,118,35,35,https://www.daraz.com.bd/,8224,0,7641
1715376785269,104455,HTTP Request,200,OK,Thread Group 1-69,text,true,,1154628,118,34,34,https://www.daraz.com.bd/,2499,0,2351
1715376785056,104837,HTTP Request,200,OK,Thread Group 1-66,text,true,,1154641,118,33,33,https://www.daraz.com.bd/,1153,0,1009
1715376780441,109640,HTTP Request,200,OK,Thread Group 1-1,text,true,,1154547,118,32,32,https://www.daraz.com.bd/,582,0,507
1715376781007,109391,HTTP Request,Non HTTP response code: org.apache.http.TruncatedChunkException,"Non HTTP response message: Truncated chunk (expected size: 941,541; actual size: 50,145)",Thread Group 1-9,text,false,,1299,0,31,31,https://www.daraz.com.bd/,967,0,853
1715376784770,105896,HTTP Request,Non HTTP response code: org.apache.http.TruncatedChunkException,"Non HTTP response message: Truncated chunk (expected size: 57,336; actual size: 47,322)",Thread Group 1-62,text,false,,1298,0,30,30,https://www.daraz.com.bd/,5258,0,5119
1715376781507,109492,HTTP Request,200,OK,Thread Group 1-16,text,true,,1154575,118,29,29,https://www.daraz.com.bd/,1226,0,1090
1715376783775,107284,HTTP Request,200,OK,Thread Group 1-48,text,true,,1154567,118,28,28,https://www.daraz.com.bd/,1425,0,1286
1715376782500,108653,HTTP Request,200,OK,Thread Group 1-30,text,true,,1154591,118,27,27,https://www.daraz.com.bd/,557,0,417
